"replicate","sampled_block_1","sampled_block_2","sampled_block_3","sampled_block_4","gamma","converged"
606,4,2,4,2,13.9875518233089,TRUE
607,3,1,4,3,9.07354987657693,TRUE
608,3,4,2,3,11.3922992598629,TRUE
609,2,3,4,4,11.995798267223,TRUE
610,2,4,1,4,12.9707721952072,TRUE
611,4,3,2,3,11.3922992598629,TRUE
612,2,4,3,2,13.7218761112566,TRUE
613,4,4,4,1,11.38507525399,TRUE
614,4,3,1,1,9.29467274391158,TRUE
615,3,2,3,3,10.7220612726016,TRUE
616,3,4,3,1,9.07354987657693,TRUE
617,1,4,2,2,14.0786914447518,TRUE
618,2,1,4,2,14.0786914447518,TRUE
619,1,1,4,4,10.5619698179754,TRUE
620,1,1,2,3,11.2516146888505,TRUE
621,4,4,2,1,12.9707721952072,TRUE
622,1,1,4,1,7.46103708324669,TRUE
623,1,1,3,2,11.2516146888505,TRUE
624,3,4,2,2,13.7218761112566,TRUE
625,3,1,1,2,11.2516146888505,TRUE
626,4,1,3,4,10.5262975023564,TRUE
627,3,3,3,1,8.61914983283701,TRUE
628,2,2,3,4,13.7218761112566,TRUE
629,4,4,2,2,13.9875518233089,TRUE
630,3,3,1,1,9.16473825689039,TRUE
631,3,2,3,1,11.3423510080725,TRUE
632,4,3,4,2,11.995798267223,TRUE
633,3,3,2,4,11.3922992598629,TRUE
634,4,3,3,3,9.20163529453948,TRUE
635,2,1,1,1,11.0508818396865,TRUE
636,1,4,2,2,14.0786914447518,TRUE
637,3,4,1,1,9.29467274391154,TRUE
638,2,3,2,3,13.814577954198,TRUE
639,4,4,1,2,12.9707721952072,TRUE
640,4,2,1,1,12.0184248028778,TRUE
641,1,4,4,1,10.5619698179754,TRUE
642,1,1,1,4,7.46103708324671,TRUE
643,3,2,4,3,11.3922992598629,TRUE
644,4,1,3,4,10.5262975023564,TRUE
645,2,1,4,3,11.908702840395,TRUE
646,4,2,2,4,13.9875518233089,TRUE
647,2,4,3,2,13.7218761112566,TRUE
648,4,4,2,1,12.9707721952072,TRUE
649,2,3,3,1,11.3423510080725,TRUE
650,2,2,1,2,16.3444141417995,TRUE
651,2,4,4,4,12.2778853193945,TRUE
652,1,3,1,3,9.1647382568904,TRUE
653,3,1,1,1,9.55066798785901,TRUE
654,4,1,2,1,12.0184248028778,TRUE
655,2,1,1,1,11.0508818396865,TRUE
656,2,4,4,2,13.9875518233089,TRUE
657,2,2,3,2,15.8650164384111,TRUE
658,4,1,2,4,12.9707721952072,TRUE
659,3,3,2,3,10.7220612726016,TRUE
660,1,3,1,2,11.2516146888505,TRUE
661,4,4,3,4,11.1130822934875,TRUE
662,4,1,1,1,7.46103708324673,TRUE
663,2,1,2,1,13.4748797877801,TRUE
664,3,1,4,1,9.29467274391153,TRUE
665,3,2,3,3,10.7220612726016,TRUE
666,2,1,1,1,11.0508818396865,TRUE
667,2,1,1,1,11.0508818396865,TRUE
668,1,2,1,2,13.4748797877801,TRUE
669,3,1,3,2,11.3423510080725,TRUE
670,4,2,1,4,12.9707721952072,TRUE
671,1,3,3,2,11.3423510080725,TRUE
672,4,2,1,2,14.0786914447518,TRUE
673,4,3,4,1,10.5262975023564,TRUE
674,3,1,4,3,9.07354987657693,TRUE
675,1,1,3,3,9.16473825689039,TRUE
676,4,2,1,3,11.908702840395,TRUE
677,4,1,2,2,14.0786914447518,TRUE
678,1,1,1,4,7.46103708324671,TRUE
679,1,1,4,2,12.0184248028778,TRUE
680,2,1,4,3,11.908702840395,TRUE
681,3,4,1,4,10.5262975023564,TRUE
682,4,2,3,1,11.9087028403949,TRUE
683,3,3,3,2,10.7220612726016,TRUE
684,3,2,4,3,11.3922992598629,TRUE
685,4,2,4,3,11.995798267223,TRUE
686,4,4,3,4,11.1130822934875,TRUE
687,1,4,2,3,11.908702840395,TRUE
688,4,2,1,2,14.0786914447518,TRUE
689,2,4,2,3,13.7218761112566,TRUE
690,4,4,2,2,13.9875518233089,TRUE
691,2,3,2,1,13.2720957796899,TRUE
692,2,1,3,3,11.3423510080725,TRUE
693,3,1,3,2,11.3423510080725,TRUE
694,2,3,1,3,11.3423510080725,TRUE
695,4,3,1,4,10.5262975023564,TRUE
696,3,2,2,4,13.7218761112566,TRUE
697,3,1,1,1,9.55066798785901,TRUE
698,2,3,4,3,11.3922992598629,TRUE
699,1,1,3,4,9.29467274391155,TRUE
700,3,1,1,2,11.2516146888505,TRUE
701,1,3,2,3,11.3423510080725,TRUE
702,3,3,3,2,10.7220612726016,TRUE
703,4,2,2,3,13.7218761112566,TRUE
704,3,3,2,3,10.7220612726016,TRUE
705,4,4,3,1,10.5262975023564,TRUE
706,3,1,3,4,9.07354987657692,TRUE
707,2,1,4,2,14.0786914447518,TRUE
708,1,1,4,1,7.46103708324669,TRUE
709,1,1,4,4,10.5619698179754,TRUE
710,2,4,3,3,11.3922992598629,TRUE
711,4,2,1,3,11.908702840395,TRUE
712,2,1,2,3,13.2720957796899,TRUE
713,3,1,2,3,11.3423510080725,TRUE
714,2,3,1,3,11.3423510080725,TRUE
715,4,1,2,3,11.908702840395,TRUE
716,1,3,2,3,11.3423510080725,TRUE
717,4,4,3,2,11.995798267223,TRUE
718,4,3,4,2,11.995798267223,TRUE
719,4,4,4,3,11.1130822934875,TRUE
720,1,1,4,4,10.5619698179754,TRUE
721,4,1,4,1,10.5619698179754,TRUE
722,1,2,2,3,13.2720957796899,TRUE
723,3,2,3,2,13.814577954198,TRUE
724,4,4,4,1,11.38507525399,TRUE
725,1,2,3,1,11.2516146888505,TRUE
726,1,1,2,1,11.0508818396864,TRUE
727,1,1,2,2,13.4748797877801,TRUE
728,2,1,3,3,11.3423510080725,TRUE
729,4,4,1,4,11.38507525399,TRUE
730,1,1,1,2,11.0508818396865,TRUE
731,1,2,4,3,11.908702840395,TRUE
732,1,4,3,1,9.29467274391154,TRUE
733,2,2,1,3,13.2720957796899,TRUE
734,3,3,4,4,10.1112473524048,TRUE
735,1,4,1,4,10.5619698179754,TRUE
736,3,2,2,3,13.814577954198,TRUE
737,3,1,1,1,9.55066798785901,TRUE
738,3,4,1,3,9.07354987657694,TRUE
739,1,1,2,4,12.0184248028778,TRUE
740,1,1,1,2,11.0508818396865,TRUE
741,4,4,1,3,10.5262975023564,TRUE
742,2,4,2,1,14.0786914447518,TRUE
743,4,1,1,3,9.29467274391155,TRUE
744,4,4,1,2,12.9707721952072,TRUE
745,3,4,4,2,11.995798267223,TRUE
746,1,1,3,3,9.16473825689039,TRUE
747,2,2,4,3,13.7218761112566,TRUE
748,4,2,3,3,11.3922992598629,TRUE
749,1,3,4,3,9.07354987657696,TRUE
750,1,4,3,2,11.908702840395,TRUE
751,3,1,2,1,11.2516146888505,TRUE
752,4,1,3,2,11.908702840395,TRUE
753,1,4,3,4,10.5262975023564,TRUE
754,1,2,1,3,11.2516146888505,TRUE
755,3,1,1,2,11.2516146888505,TRUE
756,2,3,2,2,15.8650164384111,TRUE
757,4,1,4,1,10.5619698179754,TRUE
758,1,3,2,3,11.3423510080725,TRUE
759,2,1,3,4,11.908702840395,TRUE
760,3,3,3,4,9.20163529453947,TRUE
761,1,3,3,4,9.07354987657696,TRUE
762,2,1,1,2,13.4748797877801,TRUE
763,2,1,3,3,11.3423510080725,TRUE
764,3,4,2,4,11.995798267223,TRUE
765,4,1,4,2,12.9707721952072,TRUE
766,2,3,1,4,11.908702840395,TRUE
767,3,1,4,2,11.908702840395,TRUE
768,1,2,3,2,13.2720957796899,TRUE
769,2,3,1,2,13.2720957796899,TRUE
770,1,1,4,2,12.0184248028778,TRUE
771,2,4,4,2,13.9875518233089,TRUE
772,2,4,2,3,13.7218761112566,TRUE
773,2,1,3,4,11.908702840395,TRUE
774,1,4,1,4,10.5619698179754,TRUE
775,2,3,3,3,10.7220612726016,TRUE
776,4,1,4,1,10.5619698179754,TRUE
777,2,3,2,2,15.8650164384111,TRUE
778,1,4,3,3,9.07354987657694,TRUE
779,2,2,2,2,17.2706791155372,TRUE
780,1,1,3,1,9.55066798785901,TRUE
781,4,1,3,3,9.07354987657695,TRUE
782,2,2,3,3,13.814577954198,TRUE
783,3,3,4,4,10.1112473524048,TRUE
784,4,4,2,1,12.9707721952072,TRUE
785,4,3,4,4,11.1130822934875,TRUE
786,2,3,1,3,11.3423510080725,TRUE
787,2,3,2,4,13.7218761112566,TRUE
788,1,3,1,1,9.55066798785901,TRUE
789,4,4,2,3,11.995798267223,TRUE
790,2,3,2,1,13.2720957796899,TRUE
791,1,4,3,4,10.5262975023564,TRUE
792,2,1,1,1,11.0508818396865,TRUE
793,4,2,2,1,14.0786914447518,TRUE
794,3,3,3,4,9.20163529453947,TRUE
795,4,3,3,1,9.07354987657694,TRUE
796,1,3,3,3,8.61914983283702,TRUE
797,1,2,3,4,11.908702840395,TRUE
798,2,2,3,3,13.814577954198,TRUE
799,2,2,2,3,15.8650164384111,TRUE
800,3,4,1,3,9.07354987657694,TRUE
801,4,3,2,4,11.9957982672231,TRUE
802,3,3,2,1,11.3423510080725,TRUE
803,3,2,2,4,13.7218761112566,TRUE
804,4,4,3,2,11.995798267223,TRUE
805,4,1,4,3,10.5262975023564,TRUE
806,2,2,4,3,13.7218761112566,TRUE
807,2,1,3,2,13.2720957796899,TRUE
808,3,2,1,2,13.2720957796899,TRUE
809,2,1,3,1,11.2516146888505,TRUE
810,1,2,2,4,14.0786914447518,TRUE
811,1,1,1,2,11.0508818396865,TRUE
812,4,1,3,2,11.908702840395,TRUE
813,3,2,2,1,13.2720957796899,TRUE
814,2,3,2,1,13.2720957796899,TRUE
815,3,4,4,1,10.5262975023564,TRUE
816,3,3,3,1,8.61914983283701,TRUE
817,2,2,2,3,15.8650164384111,TRUE
818,4,2,1,4,12.9707721952072,TRUE
819,4,3,4,3,10.1112473524048,TRUE
820,3,3,4,2,11.3922992598629,TRUE
821,3,4,4,4,11.1130822934875,TRUE
822,2,3,2,1,13.2720957796899,TRUE
823,3,4,1,2,11.908702840395,TRUE
824,1,4,1,4,10.5619698179754,TRUE
825,2,4,4,4,12.2778853193945,TRUE
826,3,2,2,1,13.2720957796899,TRUE
827,4,3,4,1,10.5262975023564,TRUE
828,2,3,2,3,13.814577954198,TRUE
829,2,4,4,1,12.9707721952072,TRUE
830,2,1,1,1,11.0508818396865,TRUE
831,4,3,2,1,11.9087028403949,TRUE
832,4,4,4,2,12.2778853193945,TRUE
833,1,1,2,3,11.2516146888505,TRUE
834,3,2,2,1,13.2720957796899,TRUE
835,1,2,3,4,11.908702840395,TRUE
836,3,3,3,4,9.20163529453947,TRUE
837,2,3,2,1,13.2720957796899,TRUE
838,3,2,4,3,11.3922992598629,TRUE
839,1,3,3,3,8.61914983283702,TRUE
840,2,3,4,3,11.3922992598629,TRUE
841,3,3,2,1,11.3423510080725,TRUE
842,4,3,4,4,11.1130822934875,TRUE
843,2,4,2,4,13.9875518233089,TRUE
844,2,2,4,2,16.239133165738,TRUE
845,3,1,1,4,9.29467274391154,TRUE
846,1,4,1,3,9.29467274391156,TRUE
847,4,3,4,4,11.1130822934875,TRUE
848,3,2,3,1,11.3423510080725,TRUE
849,2,2,4,3,13.7218761112566,TRUE
850,2,3,4,4,11.995798267223,TRUE
851,4,3,4,3,10.1112473524048,TRUE
852,3,4,4,4,11.1130822934875,TRUE
853,2,4,1,1,12.0184248028778,TRUE
854,1,2,3,1,11.2516146888505,TRUE
855,2,1,2,2,16.3444141417995,TRUE
856,1,4,2,1,12.0184248028778,TRUE
857,2,4,4,3,11.995798267223,TRUE
858,1,1,1,1,9.62483956330302,TRUE
859,1,1,2,1,11.0508818396864,TRUE
860,3,2,4,1,11.908702840395,TRUE
861,2,1,1,3,11.2516146888505,TRUE
862,3,3,1,1,9.16473825689039,TRUE
863,2,2,2,1,16.3444141417995,TRUE
864,1,2,2,3,13.2720957796899,TRUE
865,4,3,1,3,9.07354987657696,TRUE
866,2,1,3,2,13.2720957796899,TRUE
867,4,2,4,2,13.9875518233089,TRUE
868,1,2,3,1,11.2516146888505,TRUE
869,1,4,1,1,7.4610370832467,TRUE
870,1,2,1,3,11.2516146888505,TRUE
871,4,4,2,2,13.9875518233089,TRUE
872,2,2,1,1,13.4748797877801,TRUE
873,1,2,3,4,11.908702840395,TRUE
874,4,4,3,2,11.995798267223,TRUE
875,3,1,3,1,9.1647382568904,TRUE
876,2,2,1,2,16.3444141417995,TRUE
877,2,2,2,2,17.2706791155372,TRUE
878,4,3,1,2,11.908702840395,TRUE
879,3,1,1,3,9.16473825689039,TRUE
880,1,1,4,4,10.5619698179754,TRUE
881,3,2,4,3,11.3922992598629,TRUE
882,3,2,4,2,13.7218761112566,TRUE
883,3,3,4,2,11.3922992598629,TRUE
884,4,3,3,4,10.1112473524048,TRUE
885,3,4,4,3,10.1112473524048,TRUE
886,1,2,3,2,13.2720957796899,TRUE
887,2,4,4,1,12.9707721952072,TRUE
888,4,3,2,2,13.7218761112566,TRUE
889,3,2,3,4,11.3922992598629,TRUE
890,1,2,1,2,13.4748797877801,TRUE
891,2,1,2,2,16.3444141417995,TRUE
892,3,1,4,1,9.29467274391153,TRUE
893,2,4,3,3,11.3922992598629,TRUE
894,2,4,2,2,16.2391331657379,TRUE
895,3,3,3,1,8.61914983283701,TRUE
896,4,2,4,2,13.9875518233089,TRUE
897,3,1,1,2,11.2516146888505,TRUE
898,4,2,3,4,11.995798267223,TRUE
899,3,4,2,2,13.7218761112566,TRUE
900,3,2,4,4,11.995798267223,TRUE
901,2,3,1,3,11.3423510080725,TRUE
902,4,3,2,4,11.9957982672231,TRUE
903,1,2,1,4,12.0184248028778,TRUE
904,2,1,3,3,11.3423510080725,TRUE
905,3,2,2,3,13.814577954198,TRUE
906,2,1,3,1,11.2516146888505,TRUE
907,2,1,1,4,12.0184248028778,TRUE
908,4,4,1,2,12.9707721952072,TRUE
909,1,2,2,2,16.3444141417995,TRUE
910,3,4,4,3,10.1112473524048,TRUE
911,3,1,4,4,10.5262975023564,TRUE
912,4,3,3,2,11.3922992598629,TRUE
913,4,1,3,1,9.29467274391156,TRUE
914,1,3,1,3,9.1647382568904,TRUE
915,2,3,3,1,11.3423510080725,TRUE
916,2,1,4,1,12.0184248028778,TRUE
917,4,1,3,2,11.908702840395,TRUE
918,4,2,1,1,12.0184248028778,TRUE
919,1,1,1,2,11.0508818396865,TRUE
920,3,3,3,4,9.20163529453947,TRUE
921,3,3,2,2,13.814577954198,TRUE
922,2,3,2,1,13.2720957796899,TRUE
923,2,2,3,3,13.814577954198,TRUE
924,2,1,2,1,13.4748797877801,TRUE
925,1,3,3,3,8.61914983283702,TRUE
926,3,4,1,2,11.908702840395,TRUE
927,3,4,1,2,11.908702840395,TRUE
928,1,3,2,1,11.2516146888505,TRUE
929,3,3,1,2,11.3423510080725,TRUE
930,1,2,1,2,13.4748797877801,TRUE
931,2,3,2,1,13.2720957796899,TRUE
932,3,1,4,2,11.908702840395,TRUE
933,2,2,1,1,13.4748797877801,TRUE
934,4,1,2,2,14.0786914447518,TRUE
935,1,4,3,3,9.07354987657694,TRUE
936,2,4,3,2,13.7218761112566,TRUE
937,3,3,4,1,9.07354987657694,TRUE
938,4,1,2,2,14.0786914447518,TRUE
939,4,3,1,2,11.908702840395,TRUE
940,2,4,3,2,13.7218761112566,TRUE
941,3,4,3,2,11.3922992598629,TRUE
942,1,2,3,2,13.2720957796899,TRUE
943,2,1,4,3,11.908702840395,TRUE
944,1,1,2,3,11.2516146888505,TRUE
945,4,4,4,4,11.3092937716999,TRUE
946,2,4,4,4,12.2778853193945,TRUE
947,2,1,4,4,12.9707721952072,TRUE
948,1,2,2,2,16.3444141417995,TRUE
949,2,2,4,1,14.0786914447518,TRUE
950,3,3,4,1,9.07354987657694,TRUE
951,1,4,2,2,14.0786914447518,TRUE
952,4,3,4,2,11.995798267223,TRUE
953,2,1,3,4,11.908702840395,TRUE
954,2,1,3,3,11.3423510080725,TRUE
955,3,2,3,1,11.3423510080725,TRUE
956,4,3,4,4,11.1130822934875,TRUE
957,2,4,2,2,16.2391331657379,TRUE
958,2,1,2,4,14.0786914447518,TRUE
959,1,2,1,3,11.2516146888505,TRUE
960,2,3,3,4,11.3922992598629,TRUE
961,1,3,2,1,11.2516146888505,TRUE
962,3,4,2,1,11.9087028403949,TRUE
963,4,1,3,4,10.5262975023564,TRUE
964,4,2,2,1,14.0786914447518,TRUE
965,2,4,1,3,11.908702840395,TRUE
966,4,1,3,3,9.07354987657695,TRUE
967,2,4,1,3,11.908702840395,TRUE
968,1,1,4,2,12.0184248028778,TRUE
969,2,1,2,4,14.0786914447518,TRUE
970,4,3,1,1,9.29467274391158,TRUE
971,4,3,1,1,9.29467274391158,TRUE
972,4,1,2,3,11.908702840395,TRUE
973,2,4,3,4,11.995798267223,TRUE
974,2,1,3,4,11.908702840395,TRUE
975,1,2,4,1,12.0184248028778,TRUE
976,3,1,1,2,11.2516146888505,TRUE
977,4,3,2,4,11.9957982672231,TRUE
978,1,1,4,3,9.29467274391155,TRUE
979,3,4,3,2,11.3922992598629,TRUE
980,2,2,1,2,16.3444141417995,TRUE
981,4,1,3,1,9.29467274391156,TRUE
982,2,2,2,2,17.2706791155372,TRUE
983,1,1,2,3,11.2516146888505,TRUE
984,4,4,4,4,11.3092937716999,TRUE
985,1,4,3,4,10.5262975023564,TRUE
986,3,2,3,4,11.3922992598629,TRUE
987,2,3,3,4,11.3922992598629,TRUE
988,2,4,2,2,16.2391331657379,TRUE
989,4,2,3,4,11.995798267223,TRUE
990,1,2,3,1,11.2516146888505,TRUE
991,2,2,2,1,16.3444141417995,TRUE
992,4,2,4,1,12.9707721952072,TRUE
993,4,3,4,1,10.5262975023564,TRUE
994,4,4,1,4,11.38507525399,TRUE
995,4,2,4,4,12.2778853193945,TRUE
996,2,3,1,4,11.908702840395,TRUE
997,1,4,3,3,9.07354987657694,TRUE
998,4,1,2,2,14.0786914447518,TRUE
999,1,3,1,1,9.55066798785901,TRUE
1000,2,3,2,1,13.2720957796899,TRUE
1001,1,2,4,1,12.0184248028778,TRUE
1002,1,4,4,1,10.5619698179754,TRUE
1003,2,4,1,2,14.0786914447518,TRUE
1004,1,1,2,1,11.0508818396864,TRUE
1005,1,1,1,2,11.0508818396865,TRUE
1006,2,3,4,1,11.908702840395,TRUE
1007,4,1,2,4,12.9707721952072,TRUE
1008,2,3,3,2,13.814577954198,TRUE
1009,4,2,4,3,11.995798267223,TRUE
1010,4,3,3,4,10.1112473524048,TRUE
1011,4,3,1,2,11.908702840395,TRUE
1012,3,4,3,3,9.20163529453946,TRUE
1013,1,4,2,2,14.0786914447518,TRUE
1014,4,3,1,2,11.908702840395,TRUE
1015,1,1,3,1,9.55066798785901,TRUE
1016,2,2,1,1,13.4748797877801,TRUE
1017,3,1,4,3,9.07354987657693,TRUE
1018,4,4,3,4,11.1130822934875,TRUE
1019,3,4,2,4,11.995798267223,TRUE
1020,3,3,1,2,11.3423510080725,TRUE
1021,3,3,2,2,13.814577954198,TRUE
1022,3,3,1,4,9.07354987657695,TRUE
1023,3,1,1,2,11.2516146888505,TRUE
1024,2,4,3,2,13.7218761112566,TRUE
1025,1,3,3,3,8.61914983283702,TRUE
1026,4,3,4,3,10.1112473524048,TRUE
1027,3,2,2,4,13.7218761112566,TRUE
1028,4,3,3,1,9.07354987657694,TRUE
1029,4,4,3,2,11.995798267223,TRUE
1030,3,1,1,3,9.16473825689039,TRUE
1031,1,1,4,2,12.0184248028778,TRUE
1032,1,3,2,1,11.2516146888505,TRUE
1033,3,4,3,2,11.3922992598629,TRUE
1034,2,2,1,2,16.3444141417995,TRUE
1035,4,1,1,4,10.5619698179754,TRUE
1036,1,4,2,4,12.9707721952072,TRUE
1037,2,2,3,4,13.7218761112566,TRUE
1038,3,2,4,1,11.908702840395,TRUE
1039,1,1,2,4,12.0184248028778,TRUE
1040,1,2,4,4,12.9707721952072,TRUE
1041,4,3,2,4,11.9957982672231,TRUE
1042,4,4,1,1,10.5619698179754,TRUE
1043,3,1,4,2,11.908702840395,TRUE
1044,3,1,3,3,8.61914983283703,TRUE
1045,1,2,1,1,11.0508818396865,TRUE
1046,3,4,2,2,13.7218761112566,TRUE
1047,3,4,3,4,10.1112473524048,TRUE
1048,3,3,2,3,10.7220612726016,TRUE
1049,3,2,3,4,11.3922992598629,TRUE
1050,4,3,2,3,11.3922992598629,TRUE
1051,1,2,3,3,11.3423510080725,TRUE
1052,2,4,3,4,11.995798267223,TRUE
1053,2,1,4,2,14.0786914447518,TRUE
1054,3,1,4,2,11.908702840395,TRUE
1055,4,2,3,2,13.7218761112566,TRUE
1056,2,4,1,2,14.0786914447518,TRUE
1057,1,3,3,1,9.16473825689038,TRUE
1058,4,2,1,1,12.0184248028778,TRUE
1059,1,4,3,1,9.29467274391154,TRUE
1060,2,2,4,4,13.9875518233089,TRUE
1061,3,4,4,3,10.1112473524048,TRUE
1062,3,1,4,4,10.5262975023564,TRUE
1063,2,4,4,1,12.9707721952072,TRUE
1064,2,2,4,2,16.239133165738,TRUE
1065,1,4,2,4,12.9707721952072,TRUE
1066,2,4,2,2,16.2391331657379,TRUE
1067,2,4,1,3,11.908702840395,TRUE
1068,2,1,4,4,12.9707721952072,TRUE
1069,1,3,4,2,11.908702840395,TRUE
1070,3,3,4,3,9.20163529453945,TRUE
1071,1,1,4,3,9.29467274391155,TRUE
1072,2,4,3,2,13.7218761112566,TRUE
1073,3,4,1,1,9.29467274391154,TRUE
1074,2,3,1,3,11.3423510080725,TRUE
1075,1,3,1,1,9.55066798785901,TRUE
1076,4,4,1,4,11.38507525399,TRUE
1077,2,2,2,3,15.8650164384111,TRUE
1078,3,2,3,2,13.814577954198,TRUE
1079,2,2,2,2,17.2706791155372,TRUE
1080,3,2,4,2,13.7218761112566,TRUE
1081,2,2,3,3,13.814577954198,TRUE
1082,4,3,2,1,11.9087028403949,TRUE
1083,1,2,3,1,11.2516146888505,TRUE
1084,3,2,2,1,13.2720957796899,TRUE
1085,4,1,4,1,10.5619698179754,TRUE
1086,1,2,3,2,13.2720957796899,TRUE
1087,2,1,2,2,16.3444141417995,TRUE
1088,1,3,4,4,10.5262975023564,TRUE
1089,3,1,1,1,9.55066798785901,TRUE
1090,4,3,3,3,9.20163529453948,TRUE
1091,2,4,3,1,11.908702840395,TRUE
1092,3,1,4,2,11.908702840395,TRUE
1093,4,2,3,2,13.7218761112566,TRUE
1094,4,4,4,3,11.1130822934875,TRUE
1095,4,3,1,2,11.908702840395,TRUE
1096,4,2,3,4,11.995798267223,TRUE
1097,3,3,3,4,9.20163529453947,TRUE
1098,3,4,3,3,9.20163529453946,TRUE
1099,3,3,2,3,10.7220612726016,TRUE
1100,3,2,3,2,13.814577954198,TRUE
1101,1,3,4,3,9.07354987657696,TRUE
1102,2,4,3,4,11.995798267223,TRUE
1103,3,1,2,3,11.3423510080725,TRUE
1104,3,3,4,4,10.1112473524048,TRUE
1105,1,4,2,4,12.9707721952072,TRUE
1106,1,4,2,2,14.0786914447518,TRUE
1107,4,4,1,1,10.5619698179754,TRUE
1108,1,2,2,3,13.2720957796899,TRUE
1109,2,1,4,3,11.908702840395,TRUE
1110,2,1,2,1,13.4748797877801,TRUE
1111,4,4,2,3,11.995798267223,TRUE
1112,1,2,3,3,11.3423510080725,TRUE
1113,3,4,1,1,9.29467274391154,TRUE
1114,3,3,1,4,9.07354987657695,TRUE
1115,3,4,4,4,11.1130822934875,TRUE
1116,4,3,2,4,11.9957982672231,TRUE
1117,3,4,4,4,11.1130822934875,TRUE
1118,2,3,1,1,11.2516146888505,TRUE
1119,2,4,3,4,11.995798267223,TRUE
1120,1,3,4,1,9.29467274391156,TRUE
1121,4,3,4,4,11.1130822934875,TRUE
1122,3,3,2,3,10.7220612726016,TRUE
1123,4,3,3,2,11.3922992598629,TRUE
1124,2,2,3,2,15.8650164384111,TRUE
1125,2,2,2,1,16.3444141417995,TRUE
1126,4,3,1,3,9.07354987657696,TRUE
1127,4,3,1,4,10.5262975023564,TRUE
1128,3,1,1,1,9.55066798785901,TRUE
1129,2,4,3,1,11.908702840395,TRUE
1130,3,4,3,4,10.1112473524048,TRUE
1131,3,3,2,4,11.3922992598629,TRUE
1132,2,4,3,1,11.908702840395,TRUE
1133,4,1,1,3,9.29467274391155,TRUE
1134,4,4,1,2,12.9707721952072,TRUE
1135,3,2,4,3,11.3922992598629,TRUE
1136,3,2,2,2,15.8650164384111,TRUE
1137,4,3,3,2,11.3922992598629,TRUE
1138,4,2,3,4,11.995798267223,TRUE
1139,2,2,1,1,13.4748797877801,TRUE
1140,1,1,2,3,11.2516146888505,TRUE
1141,2,1,3,2,13.2720957796899,TRUE
1142,2,2,2,3,15.8650164384111,TRUE
1143,2,2,3,1,13.2720957796899,TRUE
1144,4,4,2,3,11.995798267223,TRUE
1145,4,1,1,1,7.46103708324673,TRUE
1146,2,3,4,4,11.995798267223,TRUE
1147,1,3,3,4,9.07354987657696,TRUE
1148,1,3,4,2,11.908702840395,TRUE
1149,1,2,2,2,16.3444141417995,TRUE
1150,1,4,3,3,9.07354987657694,TRUE
1151,4,3,1,1,9.29467274391158,TRUE
1152,1,3,3,3,8.61914983283702,TRUE
1153,1,4,2,3,11.908702840395,TRUE
1154,3,2,4,2,13.7218761112566,TRUE
1155,3,1,2,3,11.3423510080725,TRUE
1156,4,1,4,3,10.5262975023564,TRUE
1157,3,4,3,4,10.1112473524048,TRUE
1158,1,3,4,4,10.5262975023564,TRUE
1159,2,1,4,4,12.9707721952072,TRUE
1160,2,3,1,4,11.908702840395,TRUE
1161,3,4,3,1,9.07354987657693,TRUE
1162,1,3,3,4,9.07354987657696,TRUE
1163,2,4,1,4,12.9707721952072,TRUE
1164,4,2,4,3,11.995798267223,TRUE
1165,1,3,2,4,11.908702840395,TRUE
1166,2,1,4,4,12.9707721952072,TRUE
1167,3,4,1,3,9.07354987657694,TRUE
1168,1,2,2,4,14.0786914447518,TRUE
1169,2,1,2,1,13.4748797877801,TRUE
1170,3,2,1,3,11.3423510080725,TRUE
1171,3,2,1,1,11.2516146888505,TRUE
1172,2,1,4,2,14.0786914447518,TRUE
1173,1,4,2,3,11.908702840395,TRUE
1174,3,3,1,3,8.61914983283702,TRUE
1175,3,3,3,2,10.7220612726016,TRUE
1176,2,1,2,2,16.3444141417995,TRUE
1177,4,4,1,1,10.5619698179754,TRUE
1178,2,4,2,3,13.7218761112566,TRUE
1179,2,2,3,3,13.814577954198,TRUE
1180,4,1,2,4,12.9707721952072,TRUE
1181,2,3,1,1,11.2516146888505,TRUE
1182,4,1,2,3,11.908702840395,TRUE
1183,2,4,2,3,13.7218761112566,TRUE
1184,2,2,1,4,14.0786914447518,TRUE
1185,1,4,2,1,12.0184248028778,TRUE
1186,1,4,1,2,12.0184248028778,TRUE
1187,2,1,1,2,13.4748797877801,TRUE
1188,1,3,2,2,13.2720957796899,TRUE
1189,2,2,4,2,16.239133165738,TRUE
1190,3,3,2,4,11.3922992598629,TRUE
1191,4,4,3,4,11.1130822934875,TRUE
1192,2,3,1,1,11.2516146888505,TRUE
1193,3,4,1,3,9.07354987657694,TRUE
1194,3,2,1,3,11.3423510080725,TRUE
1195,1,2,4,2,14.0786914447518,TRUE
1196,1,3,3,2,11.3423510080725,TRUE
1197,2,3,2,3,13.814577954198,TRUE
1198,4,1,1,1,7.46103708324673,TRUE
1199,2,1,1,4,12.0184248028778,TRUE
1200,4,1,4,1,10.5619698179754,TRUE
1201,1,1,2,3,11.2516146888505,TRUE
1202,4,2,2,3,13.7218761112566,TRUE
1203,4,1,3,2,11.908702840395,TRUE
1204,4,2,1,2,14.0786914447518,TRUE
1205,1,3,2,3,11.3423510080725,TRUE
1206,2,2,2,1,16.3444141417995,TRUE
1207,4,1,2,4,12.9707721952072,TRUE
